company_id,log_content,log_date,stage,prev_stage,transition,prev_rank,curr_rank,time_gap_days,transition_type,time_gap_group
0000705310,"1. T100導入Kick-off會議
2.目前工廠端有規劃導入AI相關系統，尚不確定有無後續商機須持續關心追蹤。
3.對於資安議題有意識；與客戶提及鼎新有相關資源與輔導團隊能提供協助。",2024-08-01 22:30:52.200,C1,A,A → C1,1,3,,反向降級,
0000705481,"4/28-0800-越南公司資料尚未核發, 預計本周會有結果, ",2025-04-28 11:48:27.290,C2,C1,C1 → C2,3,4,,反向降級,
0000705510,今日偕同秀麗總與映宇經理拜訪競零再生總經理何總人資長徐經理財務長邱經理以及廠務黃主任!首先經理開場說明本次評估原因以及介紹目前競零因為有明確短(衛斯特財報)中(製造再生製程段)長期(IPO計劃)因此以財務內稽內控九大循環與衛斯特公司財報結合為需求收斂本次規劃內容為具焦在財務階段(第一階段)會計總帳，後續了解到競零再生的營業方式與項目:目前公司工廠建置中預計許可證會在明年第一季(鋰電池部分)取得，公司主要提供活性物質(關鍵製程)附加產品提煉出來前驅物黑粉進行販售與收取手續費用!以及銷售方式是以循環經濟為主，目前收入部分分為回收一筆收入 政府補助收入(環境部)預計會持續好幾年!但因為回收量不足一支撐公司的營收因此副產品的部分就很重要!但因為目前公司商處於起步階段因此後續製造段會安排在二階段規劃!閒聊到ESG部份，總經理表示目前公司今年會完成ISO9001的查證以及產線年底完成一期工程 目前5分之一 取證結束到正式運轉需要到明年第四季，明年第二季財會開始進行ESG相關規劃 (碳盤查會等廠區完成後才會進行)但有前提是取的營運後以及稼動率達5成以上才會開始，廢棄物處理也是預計明年第二季處理，因此目前是以財務為主即可!預計7月只有財務帳務處理(財務循環應收應付帳款等模組)，製造循環等正式量產再來談(明年第二季)!最後總結本次開會討論結果總經理會去匯報給董事長與台中財務主管討論上線時間是否能夠往後延到7月1日開帳自行作業以及輔導部份分成階段性導入! 目前因為人員關係會計做法變成由後面到著進入!目前競零需要跟衛斯特(科威系統)但他們是用文中作帳的因此需要詢問衛斯特用文中是否可以轉成EXCEL匯入就不用重新登打!但需要傳票明細(跟文中要)但會科目前暫定沿用衛斯特(IFRS)，我們鼎新只專注在上線後的狀況!目前比較大的問題是目標一個月內會計先上線(匯入資料去年6月到今年的6月的票)預計7月1日上線(挑戰)但如果無法可能會延後到8月!目前規劃沒有前置作業先只有會計總帳上線後續輔導階段性導入!硬體伺服器先放在高雄辦公室!後續與總經理與各單位主管邀約本周五早上11點提供報價與說明本次規劃內容!第一階段(財務循環)軟體加輔導加硬體預計70~80萬 第二階段)(配銷與製造)明年第二季規劃!軟體部份:模組:應收應付 票具 會計總帳 固定資產 自動分祿 基本資料與監控、輔導部份:財務循環與製造循環以及硬體部分提供!硬體部分:初階府合WF 5人即可,2024-05-21 18:33:07.767,B,A,A → B,1,2,6.0,反向降級,<7天
0000705510,今日邱經理來電表示台中那邊又有變數，後來他們決定還是要用我們的系統，他表示這是何總下的指令希望在價金部分可以在低一點因為是新創公司這個金無其實壓力大，我與邱經理表示這個部份我會幫你們爭取，但是也不能太低因為我無法跟公司老闆交代，詢問是否有一個範圍，他最後才說何總希望可以120，我表示這個部份我一定幫他們爭取!我這邊確認完會跟他們說，他表示沒有問題他等我電話!下午與邱小姐說明關於價金部分120含硬體太低，剩下我們碰面在詳聊，但邱小姐表示何總希望先知道我們到底可以SUPPORT到多少?他需要跟他回報我表示我會幫他確認這塊，麻煩他也幫我確認何總的時間下週三下午以及四跟伍整天都可以，希望盡快處理!,2024-06-11 16:55:18.367,C1,B,B → C1,2,3,20.0,反向降級,7-30天
0000705510,今日聯繫邱小姐關於ERP規劃事宜但接電先生表示他不再位子上也表示他上午外出請我之後再撥!下午再打!,2024-06-26 11:40:53.710,D,C1,C1 → D,3,5,14.0,反向降級,7-30天
0000705778,"專屬客服半年報價提供
客服案件進度追蹤",2026-02-12 16:43:42.647,B,A,A → B,1,2,155.0,反向降級,90-180天
0000706636,Q: 問卷舉手A: 老客業務將會派人經營聯繫,2025-09-25 11:17:02.253,D,B,B → D,2,5,,反向降級,
0000706652,《知識聚樂部_打造綠色數智工廠》活動邀約，敬恩回覆目前公司在忙著出貨，預計要出貨到明年6月初，無法參加活動。,2024-11-11 07:11:15.293,D,A,A → D,1,5,108.0,反向降級,90-180天
0000706681,15365-Jacky大哥反應防火牆設定的問題，詢問遇到的狀況，已將問題描述提供給老客業務，請Neo協助處理,2025-02-06 12:32:30.773,C2,C1,C1 → C2,3,4,,反向降級,
0000706813,Q: HRM顧問推薦A: 了解客戶需求，打卡系統評估/希望也可以多方評估LINE的打卡,2026-02-10 10:56:41.527,C1,A,A → C1,1,3,,反向降級,
0000707041,Q: 符合標準PASS單A: IPO需求，但內部多MAC需做疑慮排除。,2025-07-21 18:17:46.343,C1,B,B → C1,2,3,,反向降級,
0000708273,Q: 符合標準PASS單A: 23406 內部溝通討論中，約下周二3/24追蹤。,2026-03-19 15:07:19.087,C1,B,B → C1,2,3,,反向降級,
0000708461,"直接轉入語音信箱，後續直接發活動邀約mail。
【中小企業系列】AI落地實戰_承接企業知識，加速決策效率",2025-11-25 11:31:53.383,D,C1,C1 → D,3,5,,反向降級,
0000708857,Q: 符合標準PASS單A: 客製討論,2025-04-01 14:22:47.823,C1,B,B → C1,2,3,,反向降級,
0000708857,老闆不願與會，整理資料提報,2025-04-09 16:34:40.973,C2,C1,C1 → C2,3,4,8.0,反向降級,7-30天
0000709212,"09333 客情網路電話02-87715068非此公司,致電手機接聽，表示系統主要由會計師使用，也是他們推薦，目前還在建檔中，通知維護與說明服務",2026-03-13 10:39:50.613,E,C1,C1 → E,3,6,,反向降級,
0000709325,"Q: 情資,ERP關鍵A: 原財務經理要再補一位副理，但目前經理已離職，詢問經典的財務主管告知有來一位新的財務經理，有請協助安排拜訪。",2025-08-25 10:20:24.263,C1,B,B → C1,2,3,,反向降級,
0000710125,22979 因之前有收到Ted需要災難還原演練報價與相關說明簡介，故有上PASS單請Infra規劃師提供災難還原演練報價與相關說明簡介給Ted，Infra規劃師與他聯繫後，Ted說他目前沒有要做災難還原，也不需要相關報價跟簡介說明。,2026-01-15 17:49:33.963,B,A,A → B,1,2,13.0,反向降級,7-30天
0000710125,22979 邀約財務長、TED參加年會、眼見為憑。已協助TED報名年會。想了解五月眼見為憑的EDM。,2026-04-23 09:11:41.247,C1,A,A → C1,1,3,97.0,反向降級,90-180天
0000710518,23406 考慮後認為可以繼續使用天心，結案。,2025-09-14 11:33:01.530,C2,C1,C1 → C2,3,4,,反向降級,
0000710538,Q: 符合標準PASS單A: 23406 陳先生表示目前想申請一個補助案，來購買ERP，如果補助案通過大約會有三十萬，我會持續協助對方了解補助案，也同時說服即使沒有補助案，也可以先從進銷存應收付先自行購置一套系統。不用再跟別人共用，對方也不升版、也不維護，導致一堆問題沒有人可以協助解決。,2026-03-26 10:37:03.537,C1,A,A → C1,1,3,0.0,反向降級,
0000710745,"【顧問輔導初訪】
1. 鼎新預計 4 月完成硬體、系統安裝，顧問預抓 4 月中啟動，8/1上線 (進銷存、物流)
2. 顧問表示 ERP 部分可以先談流程，不過智物流一定得等倉儲、廠區弱電完成之後才能做
3. 科沃斯目前沒有 SCADA，但機台都已有 PLC，後續才會再考慮資訊要怎麼整合
4. 穗曄特助表示穗曄沒有使用 SAP ERP (待確認)，希望趁這次專案也讓穗曄可以使用 ERP，具體需求、條件待進一步確認

【弱電初訪】
1. 穗曄和科沃斯的機房會放在同一棟建築，但兩家公司各自管理機房
2. CCTV 需針對入料、包裝、出貨段監控，需請科沃斯提供桶槽數量資料
3. 鼎新先開出需求資料清單，再分別由穗曄和科沃斯提供資料
4. 因廠區仍在施工階段，已請林副廠長提供廠區平面圖評估",2026-03-16 15:05:38.973,C1,A,A → C1,1,3,59.0,反向降級,30-90天
0000710949,Q: 符合標準PASS單A: 23406 還是沒接電話...,2026-04-13 10:13:29.633,E,D,D → E,5,6,,反向降級,
0000710949,Q: 符合標準PASS單A: 23406 請教客戶是否方便周五拜訪。,2026-04-16 00:50:00.847,C1,B,B → C1,2,3,1.0,反向降級,<7天
0000712276,Q: 符合標準PASS單A: 23406 客戶願意接受拜訪，約2/25。,2026-02-24 10:50:06.807,C1,B,B → C1,2,3,,反向降級,
0000713071,"行業：非聚焦
聯絡人：張家維
職能：財務
職等：Ｘ
話題：AI
行動資安：B
經營進度：定案
客情內容：客戶現在因為價格因為主機想要自己買，要再次提供沒主機的報價單，客戶選擇地端方案
待辦：重新提供報價單",2026-03-20 14:41:26.857,B,A,A → B,1,2,,反向降級,
8100000879,"00322 了解財務段要規劃符合上市櫃之輔導規劃與安排
1.會開一家新公司（控股公司）
2.會計師原本是找安永，現在改找安侯，安侯已約2025/8/25第一次拜訪
3.財務張雁斐小姐提出，會以稅帳計算成本的方式，BOM架階以及成本計算方式全依稅帳會計師的
4.不用考慮原七駿的流程與資料，新單新做法在新公司，舊單在原公司
5.希望鼎新可以參考一下2023/2月成本專案巧薇規劃的流程，告知現在大家都沒有照做所以後續的規劃要訴求延申輔導而非重覆輔導",2025-08-13 22:40:29.843,C1,A,A → C1,1,3,69.0,反向降級,30-90天
8100000910,20272 聯繫經理，接聽小姐回覆經理目前不在位子上耶，小姐有認出我的聲音，詢問是不是前天有打來，請我先留聯繫方式，在請經理回撥，已留聯繫方式。,2025-02-07 11:59:58.173,C2,C1,C1 → C2,3,4,,反向降級,
8101012085,Q: HRM客服推薦A: 已提供顧問會議時間，客戶尚未回覆。,2026-05-03 23:56:33.277,C1,A,A → C1,1,3,,反向降級,
8101022775,CRM報價及簡報提供，窗口本週出國了，預計下週二上班後與我聯繫。,2024-06-04 18:45:04.733,B,A,A → B,1,2,18.0,反向降級,7-30天
8101032860,確認約訪時間。,2025-05-23 17:21:50.943,C1,B,B → C1,2,3,,反向降級,
8101038300,"電子頻率元件製造商，
製程: 石英元件清洗刮除。

已報名AI Agent 3/17台中場活動",2026-03-05 16:16:28.830,E,B,B → E,2,6,,反向降級,
8101043090,"與客戶釐清AIGP(助手)與AI一體機(平台)差異,客戶先前聽論述時,以為助手可以直接透過指令產出需求報表,經再次說明後客戶表示理解",2025-07-03 16:36:09.563,C1,B,B → C1,2,3,,反向降級,
8101044762,王經理這兩天請假(3.4)，有先留言給他收機沒有接( 他說陳總這邊還沒呈報，因為內部資料還在整理中)，這邊先用顧問BOOKING人力這件事情去問問看時間,2025-06-13 11:30:53.733,C2,A,A → C2,1,4,50.0,反向降級,30-90天
8101053847,15365-偕同工程學威哥及民全哥進行安裝，今日會協助安裝完成，並先取回六張支票，請課長有問題再隨時line我；因要外銷歐盟有客戶在索取一些碳盤查的資料，但是統計資料都需要耗費人力及時間，沒辦法一季一季做計算現在都是以整年度算，她想聽看看碳盤查工具的說明，已協助報名5/21的大班課程,2025-04-24 15:31:53.183,C2,A,A → C2,1,4,7.0,反向降級,<7天
8101053847,15365-偕同戴偉顧問進行初訪，副總也有一起參與，已說明事前準備作業，以及安排5/20進行專案正式啟動，這之間將安排elearing影片學習；跟催客服單位協助盡快指派人員與課長說明相關服務機制；業務單位避開禮拜一、會計避開禮拜二，戴偉顧問週三前將再更新一版給課長，同步請課長mail寶源的專案組織給顧問，後續進行專案啟動,2025-04-28 23:04:01.813,D,C2,C2 → D,4,5,4.0,反向降級,<7天
8101053847,Q: MA即將到期A: 15365-處理待辦任務，客戶MA已由老客業務Wendy協助與客戶討論,2026-02-25 16:51:48.967,C1,A,A → C1,1,3,49.0,反向降級,30-90天
8101054545,第一次導入會議，到老客業務跟顧問進場，說明後續流程。,2025-07-04 18:11:14.090,C1,B,B → C1,2,3,8.0,反向降級,7-30天
8101056677,23483 【活動邀約】《解鎖醫療器材製造關鍵：打造產品生產製造歷程記錄平台》 燕鑫想參加此活動但時間剛好不行，有詢問是否會再舉辦？,2025-05-14 15:02:52.587,C2,A,A → C2,1,4,,反向降級,
8101060267,Q: MA即將到期A: 客戶穎崴後續自行開發此段的服務,2025-04-15 17:25:09.330,D,A,A → D,1,5,,反向降級,
8101060267,"Q: 情資,IPO關鍵A: 客戶已上市櫃，目前有在討論AI文生圖議題",2025-07-30 08:41:10.920,C1,A,A → C1,1,3,95.0,反向降級,90-180天
8101071974,今日與客戶進行報價說明，客戶時程雖還沒很明確，但老闆有表示希望評估流程能越快越好，所以今天向客戶建議可以將與老闆的內部討論及調研同步進行，協助他們更清楚自身流程及問題，會議後先將相關資料都提供給窗口了，這周持續追蹤。,2026-03-26 15:57:20.230,B,A,A → B,1,2,23.0,反向降級,7-30天
8101080933,"至川岳說明卡塔延伸需求，以現有機車棚區域+前面貨櫃雜物間區域配置19.9m可延長，寬度8m雙深位。乙支crane入出庫，還有儲位數(目標350個)，
先不考慮管線遷移與土建問題，以12米以下高度，前面入庫，後面出庫規劃
確認需要多少空間，初估費用，下周提報後看7/7那周是否有機會過去丈量",2025-06-27 22:46:25.387,C1,B,B → C1,2,3,,反向降級,
8101087389,Q: 符合標準PASS單A: 已跟客戶聯繫,2026-01-29 17:35:35.240,D,C1,C1 → D,3,5,,反向降級,
8101093612,【前情】吳經理之前想做綠色會計，再與吳經理確認公司對做碳管的想法與期待【人員資訊】吳經理(威翰行政小姐給電話081623899，但忙音不通)；徐先生(今不在)【後續】向吳確認需求/徐確認報價單內容,2025-02-04 16:17:54.110,B,A,A → B,1,2,68.0,反向降級,30-90天
8101093612,1.(內部)HR工程說周一裝勤點需要再確認一下客戶ESS的版本，若為15可以直接裝，若不是的話，那就要次月等客戶結完薪資再做安裝。目前勤點主機需要對外，日新說客戶的DB也在同一台，有提醒說對外有風險，徐先生表示沒有關係，日新表示，有機會還是可以建議客戶DB移到對內主機。2.微軟客戶資料表請徐先生註冊並關聯。3..EF版更安裝工程師禾家，下周一聯繫徐先生。4.申請SSL和Domain name這部分之前INFRA有報價給徐先生，請泓儒在向客戶追蹤,2025-07-28 13:24:45.107,B,A,A → B,1,2,28.0,反向降級,7-30天
8101093612,(內部工程)客戶EF升版需要OS 2025，現客戶原機大概四五年了為2012版win，需要重裝新的OS。目前客戶端沒有主機可以挪移資料。而客戶沒有虛擬化的規劃、現階段也沒有購買主機的安排。而HR系統目前在OS 2025不能使用。所以WINOS要降版安裝(2022)。有與工程提說借貸測試主機，但工程禾家反映要停機一周，尚須內部溝通中。(EF版評單去年12月上：TVP202412107726) 。[後續]要再回報處理方式給徐先生了解。,2025-08-19 15:55:39.103,B,A,A → B,1,2,7.0,反向降級,<7天
8101093612,提供碳盤查證申請書(ARES-VF-01 查證申請表 GHG Verification Application Form ( 20250520 G0 ))，請客戶回填。[後續] 回傳給為中顧問。,2025-10-07 09:07:41.060,D,B,B → D,2,5,48.0,反向降級,30-90天
8101107491,20412 詢問陳小姐支票，他說負責開票的小姐(在台中)2/5就出國了，下週才回來，她請台中的同事去她位子找看看她有沒有出國之前先把支票開好，就可以直接寄給我了,2024-02-19 15:44:03.620,C2,C1,C1 → C2,3,4,,反向降級,
8101110390,"1.BI主機C槽空間已滿，以致BACKUP EXEC，無法建立信任，服務已將C槽空間調大10GB,  BACK EXEC，已可建立信任正常執行。
須請BI服務單位協助，清理C:\Program Files (x86)\SAP BusinessObjects\sqlanywhere\database\BI4_CMS.log （45GB）調降檔案大小。
→此需求也已聯繫他們楊課長建議進行先前我們規劃的P-cloud
2.針對災難備份還原演練跟採購洽談，他說他會再往上送，最快應該六月第一周有消息",2024-06-20 17:38:16.143,C1,A,A → C1,1,3,,反向降級,
8101110604,15365-聯繫副總，但Yoyo說他正在開會中，可能要晚一點再撥看看；接近中午再撥一次，但副總跟業務出門了，撥手機也沒接,2025-06-24 11:21:37.667,D,B,B → D,2,5,,反向降級,
8101123639,11/22活動邀約，前往拜訪送邀請函,2024-11-08 09:37:36.093,C1,A,A → C1,1,3,1.0,反向降級,<7天
8101158094,預計安排10/18與副總討論總體費用。,2024-10-16 07:50:22.530,C1,A,A → C1,1,3,,反向降級,
8101158094,"【商機開發】與課長約14.16號其中一天至客戶端拜訪, 討論硬體汰換事宜。",2025-05-13 04:58:16.817,C1,B,B → C1,2,3,175.0,反向降級,90-180天
8101185242,"23483 與素珍經理拜訪瑜萱特助、嚴副理、另一位女生應為財務/會計。
1. 商機內容：AiGP版更、BI及SFT升版、10U→15U
2. 目前進度：5/22報價單給經理，5/23拜訪說明AiGP並粗估報價
3. 客戶痛點：版本GP2.6已不維護、硬體老舊速度慢、10U不夠需增加到15U、客戶計價歸屬到同一個診所/醫師、0元計價不能建檔(要打$1但其他表單要記得扣$1)",2025-05-26 09:16:27.753,B,A,A → B,1,2,,反向降級,
8101211618,今日回撥森田，7/23能管活動報名完成,2024-07-18 10:29:46.110,E,C1,C1 → E,3,6,,反向降級,
8101211618,Q: 熱度推薦A: 近日客戶老闆對於AI議題有興趣，已提供AI序列活動給二代,2025-04-14 16:33:32.600,C2,C1,C1 → C2,3,4,243.0,反向降級,>180天
8101231033,今日林經理來電確認下週一3/11下午2點高訪行程，內容HR需求確認與範疇!已上傳好BOOKING單,2024-03-05 15:01:17.850,C1,B,B → C1,2,3,,反向降級,
8101231033,今日聯繫林經理關於年會活動分享與HR事宜討論，他表示讓他看一下時間!他在跟我說!經理剛來電表示他剛開完會老闆還是沒有裁示hr這塊，時間上這周他不行因為有員工請假他需要去門市處理事情並且他把這禮拜要做的事情給規劃好了!看看下周吧表示這兩周很多員工請假不太能離開!,2024-05-06 17:41:16.063,C1,B,B → C1,2,3,59.0,反向降級,30-90天
8101231033,今日交接玥甯，弘安客戶狀況，請他後續關注客戶HR動向，因客戶感覺有想等12月底的大人體補助案因此請他9月中旬後續可以與林經理對焦，後續提供LINE給他!,2024-08-14 15:13:37.990,D,B,B → D,2,5,75.0,反向降級,30-90天
8101233864,00955 AiGP 升級問題/MA 方案討論,2026-03-10 16:30:31.783,C1,A,A → C1,1,3,48.0,反向降級,30-90天
8101251934,22979 致電王總邀請參加ai agent 眼見為憑。王總說他覺得這個要很多錢捏，目前他們在使用上覺得不太順暢，他覺得不是鼎新不好用，是USER端使用起來好像沒那麼順。我跟王總約4/22下午來討論遇到什麼樣的困境，看有沒有機會協助做改善。王總早上基本上不會進公司。另王總覺得我們的IP很不穩，他說光IP這個每次出問題每次都要錢，都花了很多錢了。,2026-04-14 14:20:05.743,C1,A,A → C1,1,3,292.0,反向降級,>180天
8101311000,今天與沈小姐及又睿進行提案，今天客戶對於提案內容是滿意的，但對於金額部分有提到要再進行討論，目前先試抓5U 7折試試看，並預計11/11當週再進行2次拜訪，確認硬體這部分，同時確認當初鼎基購買時大約花費,2024-11-07 15:30:48.077,B,A,A → B,1,2,,反向降級,
8101317389,拜訪IT&特助,2024-08-27 10:44:00.230,C1,B,B → C1,2,3,0.0,反向降級,
8101325406,"客情：詢問黃余善是否為資訊，他說負責一些總務跟資訊接替之前的先生的工作。另外升級案的部份卡在蘇先生，他一直想找補助案來做，但顧問那邊好像也沒什麼動作，她也知道很重要但蘇先生這一關不過，就更別說美國董事長那邊了。
跟陳先生確認帳款，他說發票都直接寄給蘇先生，但這一次蘇先生沒有轉寄出來，希望以後我們的發票都直接另寄一份給他。因此這個要5月寄出支票了。",2026-04-27 16:34:45.820,C1,B,B → C1,2,3,,反向降級,
8101332623,Q: 線下活動出席A: 已追蹤,2025-10-26 21:02:45.227,D,C1,C1 → D,3,5,,反向降級,
8101333398,19634 財務長今日會議繁忙，請財務主任協助留話並關心目前評估進度，主任說目前公司都有在討論中，本周他們內部開完會後，會請財務長聯繫我,2025-02-10 18:10:02.973,C1,B,B → C1,2,3,,反向降級,
8101334813,15365-聯繫陳經理，但他手機沒接，訊息陳經理通知Switch跟AP約下午一起到廠對點，將到忠貞倉找吳智瑋主任，已跟主任約好時間,2025-02-11 10:59:55.813,D,A,A → D,1,5,55.0,反向降級,30-90天
8101334813,Q: 符合標準PASS單A: 15365-此案上個月已有在進行，客戶窗口也有詢問體驗連結，先前已提供體驗方案的方式給客戶，但窗口線上操作錯誤。已經聯絡告知，請她再操作一次,2025-06-23 20:43:23.517,C2,A,A → C2,1,4,40.0,反向降級,30-90天
8101334813,15365-珮瑄反應她還是沒收到職場健康特助體驗連結，已反應給HR珮瑜顧問請他直接幫忙申請，同步聯繫珮瑄與她說明晚點會有專人與她聯繫說明，請她在留意一下電話,2025-07-02 16:37:41.797,D,A,A → D,1,5,1.0,反向降級,<7天
8101334813,15365-內部跟美倫顧問溝通客戶要求提供的驗收清單，但顧問表示驗收清單就是個案教件程式名稱，目前確認書也還沒開完，所以程式清單還不完整，這一段要在與碧芳經理討論看看,2025-07-30 18:15:24.183,C1,A,A → C1,1,3,20.0,反向降級,7-30天
8101334813,15365-彙整管理規劃的款項金額給陳經理確認，沒問題將開立發票予以採購跑請款作業，麻煩陳經理盡快確認；因陳經理告知還有銷貨單的確認書尚未確認好，這一部分沒問題後他就會跟採購說明請款，已請嘉鳳顧問協助確認是否下周一可以更新最後的確認書給陳經理，不然他這邊不好跟長官呈報和說明,2026-03-04 15:23:18.770,B,A,A → B,1,2,111.0,反向降級,90-180天
8101334813,15365-WMS效益部分討論因昨天陳經理忙到沒時間，所以與嘉鳳顧問重新協調日期，嘉鳳顧問表示她下午先跟陳經理談待回簽的優化個案，會再順便確認結案時間；SRM因比較沒問題，請佩芯經理確認是否可以開立發票，拆成兩部分進行,2026-03-17 08:51:37.917,C1,B,B → C1,2,3,12.0,反向降級,7-30天
8101369183,"會議主題與討論重點
1. 回收料與料號管理
•討論回收料的料號編碼方式：原始料號加A為裁斷前，加R為回收料。
•這套編碼原則已經在測試與實務操作中使用。
•編碼與工業APP無直接關聯，主要用於MRP（回收料管理）。
2. 顧問輔導與系統練習追蹤
•顧問輔導時程與練習追蹤不足，導致上線時人員不熟悉系統。
•特助認為顧問應負責定期檢查各工段練習狀況，而非等到問題發生才介入。
•顧問現場處理問題時缺乏主動性與解決方案，現場氣勢不足。
3. 現場報工與人員配置
•現場執行人員僅負責生產，不負責報工，報工由場務助理負責。
•現場人員普遍不熟悉電腦操作，導致報工流程需額外人力協助。
•組織架構調整：技術人員部分離職，部分調整至身管部門，培養種子人員未來可教導他人。
•報工與現場管理建議由身管部門負責，提升效能但難以減少人力。
4. 點對點移交與數量落差
•現場生產流程中，點對點移交常出現數量落差，需建立明確的點檢與移交機制。
•現場組長人力有限，無法做到雙重檢查，目前由場務助理學習報工與點檢。
5. 系統限制與資料建立
•裝置APP資料建立有同時上線人數限制（最多10人），非ERP系統的同時上線概念。詢問是否可以換貨，將報工換貨成設備點檢
•討論裝置點檢、報工流程與QR Code標示，現場執行仍有困難與進度落後。
6. 線邊倉管理與責任歸屬
•討論線邊倉調撥與扣賬流程，現場助理負責扣賬。
•線邊倉主要為管理責任歸屬，對工廠實際運作影響不大，但有助於MRP資料準確性與責任劃分。
7. 顧問效能與現場協作
•顧問現場協作與問題解決能力被質疑，現場人員需自行處理多數問題。
•顧問對於新流程與資料建立指導不足，導致現場進度緩慢。
•現場人員對顧問的態度與效能感到不滿。
整體重點結論
1.回收料料號編碼原則已確立，與工業APP無直接關聯。
2.顧問輔導與系統練習追蹤不足，導致人員上線不熟悉，需加強定期檢查與指導。
3.現場報工流程因人員電腦操作能力不足，需場務助理協助，組織架構已調整部分人力至身管部門。
4.點對點移交流程需建立明確機制，避免數量落差，現由場務助理學習報工與點檢。
5.裝置APP資料建立受同時上線人數限制，資料新增流程需再教育與確認。
6.線邊倉管理主要為責任歸屬與MRP資料準確性，對現場運作影響有限。
7.顧問現場協作與問題解決能力需提升，現場人員對顧問效能有不滿。",2025-09-17 18:21:38.627,B,A,A → B,1,2,,反向降級,
8101374946,"{日報模板}
行業：泛製造
聯絡人：許坤山
職能：總經理
職等：總經理
話題：EFAINET
行動AiGP：C1
經營進度：提案
客情內容：.NET升版，已報價，總經理說明年後討論
待辦：已報價，需確認進度",2026-03-02 18:59:27.227,B,A,A → B,1,2,,反向降級,
8101386894,邀約Tina和財務長參加7/24/25 T老客回娘家活動，她表示會在詢問財務長後回覆,2025-07-11 10:34:52.977,C2,B,B → C2,2,4,,反向降級,
8101387418,"Q: MA即將到期A: **此聯絡人非正確聯絡人，正確聯絡人為 資訊 羅玉玫副理
與客戶有持續連繫，近期資訊預算緊縮，原本預計執行專案延宕，因此新商機無法推進",2025-02-05 10:28:56.030,B,A,A → B,1,2,29.0,反向降級,7-30天
8101387418,與資訊部Gary談AiGP升版，預計10月移轉完、重灌，明年公告發出再做評估。,2025-08-15 16:55:23.880,C1,A,A → C1,1,3,171.0,反向降級,90-180天
8101388291,"1.邀約PLM活動，已報名。
2.詢問AI一體機方案。",2025-11-17 21:55:47.320,C2,C1,C1 → C2,3,4,,反向降級,
8101389353,董事長說做基礎建置不做任何客製，Kevin想先做佔組的序號管控、lot control，老闆在意時程(最快上線的人)、報價並期望明年初看到系統試run因客戶要看(國外電信Ericsson)，窗口在意功能怎麼操作期望POC，四家競爭(鼎新、Oracle、致茂、西門子)。窗口期望的流程:各家第一階段基礎建置對焦->訪廠(並跟工廠人員報告demo)->報第一階段的價格(途中可能會多一些模組)->董事長匯報後選出兩間進行第二階段的規畫評比->第二階段規劃報價->匯報給董事長後選出最終家->議價，以上必須在Q4匯報董事會之前做完,2024-09-25 12:21:36.570,B,A,A → B,1,2,37.0,反向降級,30-90天
8101389353,"# 20250620Storage Kickoff
### Background
與會人員:Kevin、Banson、Nick、Joyee、書棋、佳翰、Joanna
### Discussion
1. 專案配置說明→驗收項目討論
2. Switch堆疊線已到貨、CAT6預計下周到，預計約7/12、7/13施工，會先行過去上架→請工程確認上架時間7/10or7/11、7/12是否可以施工
3. Banson確認搬移11個系統，約4TB左右
4. 計算需要多少IP→書棋提供
5. 客戶需提供lan的線*2，用在前面的paul
6. 請施工人員提供車牌，客戶協助Booking車位",2025-07-01 11:56:27.523,C1,A,A → C1,1,3,56.0,反向降級,30-90天
8101390289,00955 Jamie 頭暈，下午不在公司，由 William 和 Shining 跟我討論，後續跟Jamie報告。,2025-08-25 17:07:07.890,C1,B,B → C1,2,3,,反向降級,
8101392458,"肯微待辦
1.TT移機確認
2.既有加密升級費用
3.IST加密50U費用
出海痛點登打",2024-08-04 16:38:05.353,C1,B,B → C1,2,3,,反向降級,
8101396367,窗口黃小姐育嬰假，目前是財務柯小姐暫時代理，針對不同部門的柯小姐做4/23高雄場Al數位勞動力實踐研討會邀約，表示財務單位也會用到，可以參與看看。柯小姐表示日期接近4月底，加上5月要報稅加上月底很忙不能參加但。已先寄出Email資料(業務資料及4/23高雄場Al數位勞動力實踐研討會資料)，4/14再確認信件及邀約。,2026-04-14 11:02:53.430,C1,A,A → C1,1,3,,反向降級,
8101396418,"案件確認
窗口:儀電處
現況
1.原定拜訪日因颱風取消，後續問本周五時間，目前陳先生這邊無法
2.已請顧問在排下周時間重新約

#更:下週四ok",2025-11-13 14:44:18.517,C1,B,B → C1,2,3,,反向降級,
8101397489,MA報價。,2025-09-14 23:09:26.150,B,A,A → B,1,2,,反向降級,
8101397808,22594 與周協理聯繫，邀約8/14活動報名，目前是已經沒有負責研發這塊，目前是白博士，周協理感覺有興趣，發mail過去。,2024-08-12 11:34:28.790,C2,B,B → C2,2,4,,反向降級,
8101397808,22594  聯繫儷娟協理，瑞基這兩個時間原工旅遊，有輔導的人員不在11/6/-11/10  11/14-11/18，請儷娟協理協助邀約研發單位人員拜訪，說明PLM功能，會再聯繫，以目前現階段會是以ISO文管為主，輔導結束後才會再進行PLM的部分。,2024-10-16 16:32:50.580,C1,A,A → C1,1,3,14.0,反向降級,7-30天
8101398121,"【MA進度追蹤】致電洪小姐確認MA送呈進度, 同仁說她今天請假, 請我下周一再聯繫, 也會在幫我提醒她。",2024-03-08 17:12:59.493,C1,A,A → C1,1,3,,反向降級,
